datum,pozitivne osobe,pozitivne osobe kumulativno,učinjeni testovi,učinjeni testovi kumulativno,hospitalizirani u zadnja 24 sata,ukupno hospitaliziranih,na respiratoru u zadnja 24 sata,ukupno na respiratoru,preminuli u bolnici,preminuli u bolnici kumulativno
21/08/2020,282,7855,3637,202774,11,135,0,12,1,168
22/08/2020,262,8117,2694,205468,17,143,3,12,1,169
23/08/2020,181,8298,1499,206967,24,155,1,12,1,170
24/08/2020,201,8499,3725,210692,16,163,0,12,2,172
25/08/2020,359,8858,3966,214658,25,167,1,9,2,174
26/08/2020,306,9164,4836,219494,26,174,2,10,0,174
27/08/2020,336,9500,5090,224584,37,194,3,13,2,176
28/08/2020,329,9829,4910,229494,33,212,1,11,3,179
29/08/2020,325,10154,3605,233099,24,211,1,12,3,182
30/08/2020,95,10249,1562,234661,28,229,1,13,1,183
31/08/2020,191,10440,4469,239130,28,251,4,14,2,185
01/09/2020,274,10714,5053,244183,31,258,1,14,1,186
02/09/2020,355,11069,4750,248933,33,258,4,15,4,190
03/09/2020,360,11429,4393,253326,33,269,1,15,3,193
04/09/2020,316,11745,4641,257967,41,283,1,15,1,194
05/09/2020,221,11966,3980,261947,41,285,5,19,2,196
06/09/2020,111,12077,1887,263834,27,296,4,21,1,197
07/09/2020,190,12267,5104,268938,24,307,2,19,3,200
08/09/2020,318,12585,4765,273703,35,303,4,23,2,202
09/09/2020,280,12865,4503,278206,33,299,2,24,3,205
10/09/2020,222,13087,3994,282200,42,320,5,27,2,207
11/09/2020,244,13331,4859,287059,31,327,1,26,3,210
12/09/2020,191,13522,4230,291289,36,313,2,24,7,217
13/09/2020,80,13602,1967,293256,18,309,1,22,6,223
14/09/2020,142,13744,5274,298530,17,310,1,22,3,226
15/09/2020,274,14018,5966,304496,20,299,2,22,3,229
16/09/2020,230,14248,4970,309466,30,293,2,20,6,235
17/09/2020,242,14490,4736,314202,34,300,6,24,2,237
18/09/2020,226,14716,5067,319269,17,280,3,21,6,243
19/09/2020,196,14912,3879,323148,35,288,2,24,0,243
20/09/2020,78,14990,2082,325230,18,281,0,21,4,247
21/09/2020,145,15135,5564,330794,30,297,5,24,5,252
22/09/2020,192,15327,5029,335823,28,278,2,24,2,254
23/09/2020,217,15544,4873,340696,34,278,4,27,2,256
24/09/2020,233,15777,4081,344777,23,266,1,24,4,260
25/09/2020,216,15993,4465,349242,31,273,2,22,5,265
26/09/2020,176,16169,3864,353106,37,271,4,25,3,268
27/09/2020,69,16238,1773,354879,22,280,2,23,3,271
28/09/2020,125,16363,5471,360350,16,291,1,24,0,271
29/09/2020,195,16558,4777,365127,34,274,3,26,3,274
30/09/2020,234,16792,4871,369998,37,288,1,23,5,279
01/10/2020,325,17117,4008,374006,31,297,3,26,4,283
02/10/2020,261,17378,4884,378890,40,286,2,23,7,290
03/10/2020,244,17622,3618,382508,41,289,2,23,2,292
04/10/2020,161,17783,1827,384335,33,296,5,25,5,297
05/10/2020,264,18047,5872,390207,45,326,3,24,2,299
06/10/2020,368,18415,5334,395541,52,334,1,24,4,303
07/10/2020,451,18866,5511,401052,52,344,4,26,5,308
08/10/2020,502,19368,4112,405164,49,361,2,27,1,309
09/10/2020,390,19758,5441,410605,58,385,2,28,3,312
10/10/2020,583,20341,4490,415095,52,382,3,29,4,316
11/10/2020,270,20611,1633,416728,31,384,2,26,7,323
12/10/2020,292,20903,6371,423099,42,404,3,27,3,326
13/10/2020,706,21609,6037,429136,54,424,1,27,3,329
14/10/2020,789,22398,6516,435652,64,441,2,27,4,333
15/10/2020,939,23337,5594,441246,72,439,5,26,10,343
16/10/2020,1239,24576,7024,448270,117,505,3,24,1,344
17/10/2020,796,25372,5576,453846,111,530,7,28,8,354
18/10/2020,426,25798,2215,456061,63,548,5,32,8,362
19/10/2020,868,26666,7660,463721,71,571,5,35,11,373
20/10/2020,1589,28255,7807,471528,90,574,0,32,8,381
21/10/2020,1626,29881,8213,479741,117,622,8,38,11,392
22/10/2020,2053,31934,7175,486916,117,661,12,46,14,406
23/10/2020,2294,34228,8991,495907,125,716,8,49,7,412
24/10/2020,2246,36474,7121,503028,148,731,9,52,16,428
25/10/2020,740,37214,2660,505688,153,825,8,58,8,436
26/10/2020,1469,38683,9431,515119,102,864,11,65,15,451
27/10/2020,2526,41209,9463,524582,153,897,3,57,18,469
28/10/2020,2632,43841,8954,533536,155,932,14,68,23,492
29/10/2020,2817,46658,9245,542781,175,985,10,71,18,510
30/10/2020,2789,49447,9750,552531,170,1027,10,74,20,530
31/10/2020,2226,51673,7654,560185,180,1049,14,82,15,545
01/11/2020,1039,52712,2918,563103,149,1097,9,81,16,561
02/11/2020,1411,54123,8917,572020,131,1127,16,94,32,593
03/11/2020,2399,56522,9852,581872,173,1192,25,112,34,627
04/11/2020,2923,59445,8901,590773,190,1221,16,118,26,653
05/11/2020,2802,62247,8891,599664,201,1278,15,122,29,682
06/11/2020,2436,64683,9701,609365,174,1307,23,135,34,716
07/11/2020,2868,67551,8773,618138,248,1330,15,128,35,751
08/11/2020,1437,68988,2997,621135,183,1396,22,145,43,794
09/11/2020,1241,70229,8991,630126,161,1451,16,142,38,832
10/11/2020,2676,72905,10129,640255,234,1513,20,167,33,865
11/11/2020,3094,75999,10135,650390,213,1545,18,178,28,893
12/11/2020,2952,78951,8315,658705,211,1598,13,178,32,925
13/11/2020,2851,81802,9943,668648,233,1620,18,179,43,968
14/11/2020,2517,84319,7372,676020,249,1655,20,184,38,1006
15/11/2020,1251,85570,3018,679038,214,1710,26,194,43,1048
16/11/2020,1949,87519,9112,688150,166,1816,13,191,33,1081
17/11/2020,2988,90507,10918,699068,257,1827,31,196,31,1112
18/11/2020,3474,93981,5356,704424,266,1878,22,205,38,1150
19/11/2020,2729,96710,9560,713984,202,1944,21,204,49,1200
20/11/2020,3658,100368,11389,725373,279,1992,29,217,57,1256
21/11/2020,3695,104063,8501,733874,239,1981,14,213,47,1303
22/11/2020,1678,105741,3391,737265,198,2031,17,223,49,1352
23/11/2020,2320,108061,10835,748100,169,2060,31,235,45,1397
24/11/2020,3541,111602,10810,758910,265,2093,31,244,47,1444
25/11/2020,3996,115598,11958,770868,288,2136,21,240,56,1500
26/11/2020,4075,119673,10471,781339,275,2171,33,252,51,1551
27/11/2020,4054,123727,11391,792730,301,2240,41,266,48,1599
28/11/2020,3174,126901,7170,799900,280,2221,33,262,55,1654
29/11/2020,1769,128670,3255,803155,225,2273,17,260,57,1711
30/11/2020,2565,131235,11038,814193,260,2358,24,255,74,1785
01/12/2020,3712,134947,11626,825819,342,2351,24,245,75,1860
02/12/2020,4375,139322,11230,837049,328,2408,33,252,55,1915
03/12/2020,4185,143507,10077,847126,333,2501,20,258,48,1963
04/12/2020,3812,147319,11797,858923,332,2527,28,262,68,2031
05/12/2020,3452,150771,7623,866546,332,2514,36,259,70,2101
06/12/2020,1518,152289,3274,869820,265,2543,18,264,72,2173
07/12/2020,2558,154847,11497,881317,254,2629,40,277,59,2232
08/12/2020,4759,159606,13325,894642,343,2660,23,278,65,2297
09/12/2020,4651,164257,12588,907230,377,2703,23,280,69,2366
10/12/2020,4827,169084,11272,918502,358,2754,33,296,53,2419
11/12/2020,4168,173252,12085,930587,361,2802,22,304,64,2484
12/12/2020,3145,176397,7573,938160,383,2792,30,295,78,2561
13/12/2020,987,177384,3142,941302,258,2864,22,295,78,2639
14/12/2020,2416,179800,11556,952858,258,2857,29,306,65,2704
15/12/2020,3487,183287,12034,964892,340,2897,23,304,73,2777
16/12/2020,3723,187010,11417,976309,359,2907,34,294,92,2869
17/12/2020,3379,190389,9965,986274,332,2943,39,287,85,2954
18/12/2020,2855,193244,10640,996914,350,2918,29,294,68,3022
19/12/2020,1900,195144,8662,1005576,287,2873,39,306,78,3100
20/12/2020,642,195786,3205,1008781,241,2976,31,290,76,3177
21/12/2020,1681,197467,10244,1019025,206,2956,33,294,80,3256
22/12/2020,2682,200149,9886,1028911,291,2895,30,292,71,3327
23/12/2020,2473,202622,8303,1037214,273,2843,24,291,66,3393
24/12/2020,1489,204111,5646,1042860,281,2749,29,292,70,3463
25/12/2020,248,204359,1068,1043928,259,2662,19,280,84,3547
26/12/2020,635,204994,4058,1047986,176,2664,9,271,65,3613
27/12/2020,302,205296,2194,1050180,199,2691,20,258,58,3670
28/12/2020,1328,206624,7707,1057887,157,2720,32,256,68,3738
29/12/2020,1907,208531,7542,1065429,247,2654,26,254,56,3794
30/12/2020,2519,211050,7966,1073395,345,2608,20,240,65,3859
31/12/2020,1041,212091,4924,1078319,253,2524,26,231,60,3919
01/01/2021,187,212278,1166,1079485,241,2478,17,232,41,3960
02/01/2021,753,213031,6078,1085563,105,2437,12,219,55,4015
03/01/2021,316,213347,2310,1087873,172,2453,17,211,56,4072
04/01/2021,1071,214418,7195,1095068,128,2453,11,196,54,4125
05/01/2021,1973,216391,9436,1104504,217,2390,25,200,53,4178
06/01/2021,473,216864,2701,1107205,182,2264,26,209,44,4222
07/01/2021,1177,218041,6958,1114163,144,2284,16,200,43,4265
08/01/2021,1363,219404,8888,1123051,215,2251,15,194,38,4303
09/01/2021,657,220061,7314,1130365,172,2084,20,191,38,4341
10/01/2021,162,220223,2165,1132530,145,2131,11,193,26,4368
11/01/2021,789,221012,7637,1140167,131,2140,17,191,35,4402
12/01/2021,1184,222196,7631,1147798,186,2048,20,185,43,4445
13/01/2021,934,223130,6610,1154408,161,1993,18,193,26,4471
14/01/2021,710,223840,5379,1159787,147,1921,12,176,45,4516
15/01/2021,746,224586,5967,1165754,137,1855,18,160,33,4549
16/01/2021,415,225001,5004,1170758,124,1760,12,154,38,4587
17/01/2021,145,225146,1768,1172526,86,1761,9,147,28,4616
18/01/2021,536,225682,6902,1179428,90,1742,14,139,39,4654
19/01/2021,889,226571,6646,1186074,157,1713,16,149,29,4683
20/01/2021,787,227358,5737,1191811,120,1603,11,151,27,4710
21/01/2021,621,227979,4729,1196540,122,1562,9,136,27,4737
22/01/2021,611,228590,5033,1201573,105,1518,18,145,32,4769
23/01/2021,361,228951,4402,1205975,129,1468,12,142,29,4798
24/01/2021,106,229057,1739,1207714,97,1474,7,138,28,4827
25/01/2021,469,229526,6805,1214519,77,1485,15,138,32,4858
26/01/2021,843,230369,6851,1221370,123,1491,18,139,23,4881
27/01/2021,612,230981,5892,1227262,110,1381,8,135,31,4912
28/01/2021,562,231543,4860,1232122,98,1326,11,128,30,4942
29/01/2021,546,232089,5358,1237480,99,1286,11,121,29,4971
30/01/2021,353,232442,5224,1242704,116,1249,8,113,26,4998
31/01/2021,85,232527,1797,1244501,92,1275,9,113,29,5026
01/02/2021,401,232928,6937,1251438,65,1288,6,98,27,5053
02/02/2021,717,233645,6909,1258347,121,1258,7,91,17,5070
03/02/2021,573,234218,5995,1264342,99,1222,18,99,17,5087
04/02/2021,490,234708,5003,1269345,98,1196,11,101,18,5105
05/02/2021,431,235139,5634,1274979,100,1203,13,106,16,5121
06/02/2021,276,235415,5412,1280391,106,1143,9,106,22,5143
07/02/2021,72,235487,2094,1282485,57,1142,9,107,25,5169
08/02/2021,274,235761,7185,1289670,42,1137,10,107,29,5197
09/02/2021,595,236356,6836,1296506,76,1082,11,93,26,5223
10/02/2021,370,236726,6170,1302676,62,1055,9,92,14,5237
11/02/2021,360,237086,4834,1307510,86,1029,10,88,25,5262
12/02/2021,383,237469,5386,1312896,82,1007,13,91,19,5281
13/02/2021,222,237691,5243,1318139,69,955,11,89,17,5298
14/02/2021,65,237756,1893,1320032,50,943,9,89,19,5318
15/02/2021,254,238010,7052,1327084,56,951,4,86,21,5338
16/02/2021,503,238513,7074,1334158,90,927,10,84,18,5356
17/02/2021,373,238886,6125,1340283,65,884,6,82,18,5374
18/02/2021,378,239264,4864,1345147,68,829,9,74,24,5398
19/02/2021,430,239694,5600,1350747,67,798,7,73,8,5406
20/02/2021,266,239960,5647,1356394,74,782,10,78,13,5419
21/02/2021,64,240024,2009,1358403,46,789,4,72,9,5429
22/02/2021,347,240371,7442,1365845,44,792,7,68,20,5448
23/02/2021,698,241069,7425,1373270,96,786,8,67,13,5461
24/02/2021,528,241597,6327,1379597,76,791,8,63,15,5476
25/02/2021,515,242112,5030,1384627,80,790,10,70,12,5488
26/02/2021,513,242625,6013,1390640,54,780,10,73,14,5502
27/02/2021,365,242990,6106,1396746,67,760,7,75,8,5510
28/02/2021,91,243081,2153,1398899,47,762,4,67,15,5525
01/03/2021,388,243469,7233,1406132,63,791,9,64,11,5536
02/03/2021,746,244215,7398,1413530,73,770,6,65,11,5547
03/03/2021,674,244889,6791,1420321,83,758,5,68,7,5554
04/03/2021,591,245480,5347,1425668,75,740,7,69,9,5563
05/03/2021,655,246135,5945,1431613,85,744,10,76,6,5569
06/03/2021,394,246529,5798,1437411,76,738,6,72,15,5584
07/03/2021,98,246627,2258,1439669,63,767,4,74,5,5590
08/03/2021,474,247101,8307,1447976,72,805,10,74,19,5608
09/03/2021,976,248077,7391,1455367,90,785,12,78,12,5620
10/03/2021,770,248847,6812,1462179,90,807,6,82,4,5624
11/03/2021,836,249683,5936,1468115,86,811,4,79,10,5634
12/03/2021,816,250499,6181,1474296,75,811,5,78,12,5646
13/03/2021,580,251079,6435,1480731,101,805,8,69,23,5669
14/03/2021,114,251193,2321,1483052,92,855,9,72,7,5677
15/03/2021,696,251889,7745,1490797,56,874,6,72,8,5684
16/03/2021,1443,253332,8610,1499407,109,858,9,78,12,5696
17/03/2021,1189,254521,7594,1507001,112,889,14,84,12,5708
18/03/2021,1120,255641,6394,1513395,104,894,13,84,17,5725
19/03/2021,1211,256852,7010,1520405,101,918,8,80,17,5742
20/03/2021,838,257690,6543,1526948,115,931,15,89,10,5752
21/03/2021,153,257843,2463,1529411,112,982,13,90,20,5773
22/03/2021,931,258774,8683,1538094,92,1033,12,95,13,5785
23/03/2021,1794,260568,9380,1547474,142,1029,12,92,22,5806
24/03/2021,1754,262322,8367,1555841,117,1038,19,99,20,5826
25/03/2021,1809,264131,7827,1563668,139,1071,12,100,10,5836
26/03/2021,1803,265934,8335,1572003,149,1107,20,115,16,5852
27/03/2021,1354,267288,7476,1579479,181,1148,14,121,18,5870
28/03/2021,290,267578,2752,1582231,116,1201,15,121,21,5891
29/03/2021,1440,269018,9918,1592149,112,1247,15,126,18,5909
30/03/2021,2417,271435,10463,1602612,179,1289,16,127,17,5926
31/03/2021,2677,274112,9619,1612231,201,1337,22,144,19,5945
01/04/2021,2357,276469,8674,1620905,182,1390,26,155,20,5965
02/04/2021,2273,278742,7631,1628536,229,1464,16,153,29,5994
03/04/2021,1374,280116,6336,1634872,199,1469,17,158,29,6023
04/04/2021,157,280273,1248,1636120,153,1511,15,158,33,6056
05/04/2021,714,280987,6281,1642401,182,1616,18,156,25,6081
06/04/2021,1664,282651,10092,1652493,205,1713,20,155,30,6111
07/04/2021,3198,285849,11296,1663789,219,1750,28,160,36,6147
08/04/2021,2680,288529,8994,1672783,202,1756,29,171,36,6183
09/04/2021,2509,291038,10582,1683365,223,1768,30,175,50,6233
10/04/2021,1610,292648,8982,1692347,276,1796,25,180,34,6267
11/04/2021,446,293094,2965,1695312,208,1870,18,182,39,6306
12/04/2021,1899,294993,10529,1705841,177,1953,17,191,25,6331
13/04/2021,3143,298136,11265,1717106,246,1948,21,192,25,6356
14/04/2021,2905,301041,10396,1727502,230,1955,24,185,41,6397
15/04/2021,2702,303743,8777,1736279,250,1988,18,179,43,6440
16/04/2021,2596,306339,9125,1745404,227,2003,25,186,44,6484
17/04/2021,1615,307954,7575,1752979,267,2014,22,182,37,6521
18/04/2021,396,308350,2708,1755687,221,2105,29,194,39,6560
19/04/2021,2086,310436,10022,1765709,207,2179,21,199,39,6599
20/04/2021,3035,313471,10510,1776219,288,2198,29,213,42,6641
21/04/2021,2941,316412,10096,1786315,254,2201,32,230,49,6690
22/04/2021,2556,318968,8929,1795244,259,2229,22,226,46,6736
23/04/2021,2547,321515,9393,1804637,255,2227,37,221,46,6782
24/04/2021,1255,322770,6969,1811606,255,2214,18,224,31,6813
25/04/2021,404,323174,3165,1814771,199,2288,34,240,39,6852
26/04/2021,1808,324982,10770,1825541,182,2315,37,259,51,6903
27/04/2021,2883,327865,11622,1837163,264,2263,29,261,52,6955
28/04/2021,2437,330302,10021,1847184,253,2278,32,253,44,6999
29/04/2021,2015,332317,9328,1856512,215,2239,21,245,39,7038
30/04/2021,2064,334381,11519,1868031,221,2237,31,253,41,7079
01/05/2021,954,335335,7559,1875590,245,2210,23,246,49,7128
02/05/2021,333,335668,3495,1879085,158,2223,23,240,52,7180
03/05/2021,1394,337062,9474,1888559,140,2247,23,244,36,7216
04/05/2021,2472,339534,10244,1898803,205,2169,40,259,46,7262
05/05/2021,1616,341150,8496,1907299,194,2123,18,246,51,7313
06/05/2021,1419,342569,7560,1914859,217,2106,25,236,40,7353
07/05/2021,1338,343907,8051,1922910,177,2079,35,242,33,7386
08/05/2021,698,344605,7260,1930170,175,2016,21,235,36,7422
09/05/2021,221,344826,2867,1933037,137,2032,30,278,45,7467
10/05/2021,859,345685,8665,1941702,136,2033,17,229,34,7501
11/05/2021,1479,347164,8709,1950411,166,1928,18,217,46,7547
12/05/2021,1077,348241,7815,1958226,182,1876,24,215,40,7587
13/05/2021,914,349155,6272,1964498,158,1837,14,202,34,7621
14/05/2021,813,349968,7168,1971666,126,1752,21,207,41,7662
15/05/2021,461,350429,6967,1978633,136,1684,11,185,23,7685
16/05/2021,124,350553,2576,1981209,88,1675,12,181,21,7706
17/05/2021,503,351056,8332,1989541,64,1662,15,173,30,7736
18/05/2021,999,352055,8128,1997669,112,1566,14,166,27,7763
19/05/2021,691,352746,6996,2004665,128,1508,16,163,27,7790
20/05/2021,527,353273,5801,2010466,93,1416,14,148,36,7826
21/05/2021,519,353792,6480,2016946,91,1331,5,131,28,7854
22/05/2021,248,354040,5959,2022905,82,1217,11,123,27,7881
23/05/2021,80,354120,2517,2025422,64,1202,12,123,20,7901
24/05/2021,319,354439,7751,2033173,64,1211,8,116,26,7927
25/05/2021,569,355008,7060,2040233,94,1109,8,109,21,7948
26/05/2021,381,355389,6402,2046635,74,1034,10,102,21,7969
27/05/2021,319,355708,5314,2051949,61,968,7,95,10,7979
28/05/2021,321,356029,5674,2057623,61,904,8,95,11,7990
29/05/2021,174,356203,5753,2063376,63,819,8,88,10,8000
30/05/2021,41,356244,2217,2065593,42,809,14,87,13,8013
31/05/2021,210,356454,6618,2072211,23,797,7,84,12,8024
01/06/2021,423,356877,5600,2077811,51,753,5,82,8,8036
02/06/2021,279,357156,5921,2083732,52,709,6,81,8,8044
03/06/2021,83,357239,2564,2086296,44,653,3,66,14,8058
04/06/2021,218,357457,5704,2092000,32,649,9,63,12,8070
05/06/2021,167,357624,5154,2097154,49,598,9,57,13,8082
06/06/2021,39,357663,2103,2099257,17,579,4,55,6,8088
07/06/2021,166,357829,6563,2105820,35,596,4,49,6,8090
08/06/2021,277,358106,5841,2111661,37,545,4,51,5,8094
09/06/2021,176,358282,5289,2116950,30,520,6,51,7,8101
10/06/2021,141,358423,4211,2121161,33,482,2,48,7,8108
11/06/2021,120,358543,4849,2126010,32,456,6,44,13,8121
12/06/2021,59,358602,4694,2130704,21,408,4,35,9,8130
13/06/2021,13,358615,1868,2132572,17,406,5,35,7,8137
14/06/2021,88,358703,5809,2138381,17,404,2,26,13,8150
15/06/2021,145,358848,5306,2143687,24,372,7,28,8,8158
16/06/2021,88,358936,5013,2148700,26,349,5,28,2,8160
17/06/2021,111,359047,4377,2153077,31,342,3,25,3,8163
18/06/2021,89,359136,4890,2157967,18,313,2,25,3,8166
19/06/2021,53,359189,3968,2161935,25,291,2,24,1,8167
20/06/2021,11,359200,1868,2163803,18,288,5,25,5,8172
21/06/2021,79,359279,5215,2169018,14,282,4,19,8,8180
22/06/2021,43,359322,2084,2171102,13,253,1,16,6,8186
23/06/2021,99,359421,5287,2176389,11,251,2,18,2,8188
